3000694,CLIN PED II       ,2  ,                                                                                ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,6MED (BHUMIBOL HOSP),                    ,                    ,50 ,16/01/2559 20:00
3000695,GEN PRAC I        ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000695,GEN PRAC I        ,4  ,                                                                                ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000695,GEN PRAC I        ,4  ,                                                                                ,          ,         ,          ,TDF      ,3  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000695,GEN PRAC I        ,4  ,                                                                                ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHOL ,IA   ,STAFF                        ,6MED (CHOL)         ,                    ,                    ,50 ,16/01/2559 20:00
3000695,GEN PRAC I        ,4  ,                                                                                ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHAN ,IA   ,STAFF                        ,6MED (CHAN)         ,                    ,                    ,50 ,16/01/2559 20:00
3000695,GEN PRAC I        ,4  ,                                                                                ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,6MED (BHUMIBOL HOSP),                    ,                    ,50 ,16/01/2559 20:00
3000696,GEN PRAC II       ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000696,GEN PRAC II       ,4  ,                                                                                ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000696,GEN PRAC II       ,4  ,                                                                                ,          ,         ,          ,TDF      ,3  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000696,GEN PRAC II       ,4  ,                                                                                ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHOL ,IA   ,STAFF                        ,6MED (CHOL)         ,                    ,                    ,50 ,16/01/2559 20:00
3000696,GEN PRAC II       ,4  ,                                                                                ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHAN ,IA   ,STAFF                        ,6MED (CHAN)         ,                    ,                    ,50 ,16/01/2559 20:00
3000696,GEN PRAC II       ,4  ,                                                                                ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,6MED (BHUMIBOL HOSP),                    ,                    ,50 ,16/01/2559 20:00
3000697,CLIN GEN HOSP I   ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,4MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000697,CLIN GEN HOSP I   ,3  ,                                                                                ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000697,CLIN GEN HOSP I   ,3  ,                                                                                ,          ,         ,          ,TDF      ,3  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000697,CLIN GEN HOSP I   ,3  ,                                                                                ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHOL ,IA   ,STAFF                        ,6MED (CHOL)         ,                    ,                    ,50 ,16/01/2559 20:00
3000697,CLIN GEN HOSP I   ,3  ,                                                                                ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHAN ,IA   ,STAFF                        ,6MED (CHAN)         ,                    ,                    ,50 ,16/01/2559 20:00
3000697,CLIN GEN HOSP I   ,3  ,                                                                                ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,6MED (BHUMIBOL HOSP),                    ,                    ,50 ,16/01/2559 20:00
3000698,CLIN GEN HOSP II  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000698,CLIN GEN HOSP II  ,3  ,                                                                                ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000698,CLIN GEN HOSP II  ,3  ,                                                                                ,          ,         ,          ,TDF      ,3  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000698,CLIN GEN HOSP II  ,3  ,                                                                                ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHOL ,IA   ,STAFF                        ,6MED (CHOL)         ,                    ,                    ,50 ,16/01/2559 20:00
3000698,CLIN GEN HOSP II  ,3  ,                                                                                ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHAN)         ,                    ,                    ,50 ,16/01/2559 20:00
3000698,CLIN GEN HOSP II  ,3  ,                                                                                ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (BHUMIBOL HOSP),                    ,                    ,50 ,16/01/2559 20:00
3000699,CLIN COM HOSP     ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000699,CLIN COM HOSP     ,1  ,                                                                                ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000699,CLIN COM HOSP     ,1  ,                                                                                ,          ,         ,          ,TDF      ,3  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,IA   ,STAFF                        ,6MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000699,CLIN COM HOSP     ,1  ,                                                                                ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHOL ,IA   ,STAFF                        ,6MED (CHOL)         ,                    ,                    ,50 ,16/01/2559 20:00
3000699,CLIN COM HOSP     ,1  ,                                                                                ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHAN ,IA   ,STAFF                        ,6MED (CHAN)         ,                    ,                    ,50 ,16/01/2559 20:00
3000699,CLIN COM HOSP     ,1  ,                                                                                ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,6MED (BHUMIBOL HOSP),                    ,                    ,50 ,16/01/2559 20:00
3000701,SEMINAR I         ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,PYSIO,329  ,STAFF                        ,                    ,                    ,                    ,80 ,16/01/2559 20:00
3000703,RES METH CLIN SCI ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,TH,  ,  ,  ,  ,  ,  ,1400-1500,PADTA,218  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3000703,RES METH CLIN SCI ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,PADTA,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3000704,BIOSTAT CLIN SCI  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,TU,  ,  ,  ,  ,  ,  ,1300-1500,PADTA,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3000704,BIOSTAT CLIN SCI  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,PADTA,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
