3200101,PROF DEV I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,L/P  ,FR,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,509  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200830,DISSERTATION      ,72 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN14,705  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3200894,DOC DISSERT SEM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,1300-1400,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3200897,QUALIFYING EXAM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,1  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,10 ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,11 ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,12 ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,13 ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,14 ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,2  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,3  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,4  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,5  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,6  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,7  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,8  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201224,BRAIN/CRANIO LAB  ,1  ,COREQ 3200209 3200210                                                           ,          ,         ,          ,TDF      ,9  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3201709,TIS CUL DENT      ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN14,705  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3201710,TIS CUL DENT LAB  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN14,705  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3202201,HUM DEF I         ,1  ,3200104 3200105 3213111 CONCUR 3202202 3202203                                  ,          ,         ,          ,TDF      ,1  ,LECT ,MO,  ,  ,  ,  ,  ,  ,1100-1200,DEN16,208  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00
3202202,HUM DEF II        ,1  ,3200104 3200105 3213111 CONCUR 3202201 3202203                                  ,          ,         ,          ,TDF      ,1  ,LECT ,WE,  ,  ,  ,  ,  ,  ,0800-0900,DEN16,208  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00
3202203,HUM DEF LAB       ,1  ,3200104 3200105 3213111 CONCUR 3202201 3202202                                  ,          ,         ,          ,TDF      ,1  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,318  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00
3202203,HUM DEF LAB       ,1  ,3200104 3200105 3213111 CONCUR 3202201 3202202                                  ,          ,         ,          ,TDF      ,10 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,318  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00
3202203,HUM DEF LAB       ,1  ,3200104 3200105 3213111 CONCUR 3202201 3202202                                  ,          ,         ,          ,TDF      ,11 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,318  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00
3202203,HUM DEF LAB       ,1  ,3200104 3200105 3213111 CONCUR 3202201 3202202                                  ,          ,         ,          ,TDF      ,12 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,318  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00
3202203,HUM DEF LAB       ,1  ,3200104 3200105 3213111 CONCUR 3202201 3202202                                  ,          ,         ,          ,TDF      ,13 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,318  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00
3202203,HUM DEF LAB       ,1  ,3200104 3200105 3213111 CONCUR 3202201 3202202                                  ,          ,         ,          ,TDF      ,14 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,318  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00,16/01/2559 20:00
