3100507,VET SOC           ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,OCS                          ,                    ,                    ,                    ,60 ,16/01/2559 20:00
3108816,THESIS            ,36 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,2  ,16/01/2559 20:00
3108826,DISSERTATION      ,36 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,2  ,16/01/2559 20:00
3108828,DISSERTATION      ,48 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA00  ,VET6 ,IA   ,PTR                          ,VET                 ,                    ,                    ,16 ,16/01/2559 20:00
3108830,DISSERTATION      ,72 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,2  ,16/01/2559 20:00
3108894,DOC DISSERT SEM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,PTR                          ,                    ,                    ,                    ,16 ,16/01/2559 20:00
3108897,QUALIFYING EXAM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,PTR                          ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3109701,VET EPIDEMIOLOGY  ,3  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,1108 ,TDK                          ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3109702,SEMINAR VPH       ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,1108 ,RCC                          ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3109703,LAWS REGUL VPH    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,TCK                          ,VET                 ,                    ,                    ,15 ,16/01/2559 20:00
3109715,SPECIAL TOPIC VPH ,3  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,1108 ,SNW,AAS                      ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3109715,SPECIAL TOPIC VPH ,3  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,701  ,RCC,TLK                      ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3109716,QUAN MICRO RA     ,3  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,1108 ,SNW                          ,                    ,                    ,                    ,1  ,16/01/2559 20:00
3109716,QUAN MICRO RA     ,3  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,1108 ,SNW                          ,                    ,                    ,                    ,1  ,16/01/2559 20:00
3109717,MOL EPID VET SCI  ,3  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,1108 ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3109717,MOL EPID VET SCI  ,3  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,1108 ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3109719,MOL DRUG RES      ,3  ,3109718                                                                         ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,1108 ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3109724,SEMINAR VPH II    ,1  ,3109702                                                                         ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,RCC                          ,VET                 ,                    ,                    ,5  ,16/01/2559 20:00
3109801,ADV FOOD TOX      ,3  ,3109707                                                                         ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,1108 ,SRS                          ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3109803,ADV VET MICRO     ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,RCC,SNW,AAS                  ,VET                 ,                    ,                    ,5  ,16/01/2559 20:00
3109803,ADV VET MICRO     ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,RCC,SNW,AAS                  ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3109804,ADV VET EPIDEM    ,3  ,3109701 3014854                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,1108 ,TDK                          ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3109813,THESIS            ,18 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,701  ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3109828,DISSERTATION      ,48 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,10 ,16/01/2559 20:00
3109829,DISSERTATION      ,60 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,2  ,16/01/2559 20:00
3109894,DOC DISSERT SEM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,20 ,16/01/2559 20:00
3109897,QUALIFYING EXAM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,5  ,16/01/2559 20:00
3110750,SEM MICRO         ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,MO,  ,  ,  ,  ,  ,  ,0900-1000,VET6 ,IA   ,ONP                          ,VET                 ,                    ,                    ,10 ,16/01/2559 20:00
3110751,SPEC TOP VET MICRO,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,WE,  ,  ,  ,  ,  ,  ,0900-1000,VET6 ,IA   ,NPK                          ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3110751,SPEC TOP VET MICRO,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,1000-1200,VET6 ,IA   ,NPK                          ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3110751,SPEC TOP VET MICRO,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,NPK                          ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3110756,HOST PATHO INTER  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,TU,  ,  ,  ,  ,  ,  ,0900-1000,VET6 ,IA   ,NPK                          ,VET                 ,                    ,                    ,10 ,16/01/2559 20:00
3110756,HOST PATHO INTER  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,TU,  ,  ,  ,  ,  ,  ,1000-1100,VET6 ,IA   ,NPK                          ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3110757,ADV VET VAC       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,TU,  ,  ,  ,  ,  ,  ,1300-1400,VET6 ,IA   ,SSD                          ,VET                 ,                    ,                    ,10 ,16/01/2559 20:00
3110757,ADV VET VAC       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,TU,  ,  ,  ,  ,  ,  ,1400-1500,VET6 ,IA   ,SSD                          ,                    ,                    ,                    ,10 ,16/01/2559 20:00
